timestamp,hour,day_of_week,temperature_c,cloud_factor,pv_generation_kw,factory_load_kw,production_index,tariff_rs_per_kwh,grid_carbon_kg_per_kwh
2026-01-01 00:00:00,0,3,27.355731594615,0.8965660495705318,0.0,265.5367319988636,2.258580775498634,5.5,0.6291674057570744
2026-01-01 01:00:00,1,3,27.986123511536558,0.7352019072511405,0.0,287.87293587436096,2.663063365015019,5.5,0.6468139623780637
2026-01-01 02:00:00,2,3,21.578893231942114,0.9500541434967749,0.0,259.96766226044537,2.3294690800741105,5.5,0.6425715119813803
2026-01-01 03:00:00,3,3,21.460946739632405,0.9728677659669457,0.0,314.0033004002643,3.3434081621080214,5.5,0.6542243836808415
2026-01-01 04:00:00,4,3,21.1156703371571,0.6258757773615397,0.0,287.8978831757824,2.8184570010835355,5.5,0.6199424479997284
2026-01-01 05:00:00,5,3,23.656234394147756,0.7037384591765218,0.0,297.2096145310397,3.0689134327350382,5.5,0.6291040070245001
2026-01-01 06:00:00,6,3,21.09375345545675,0.8753408483800742,0.0,334.3640362538703,3.968545649901279,6.2,0.6353454110575757
2026-01-01 07:00:00,7,3,21.3213467292465,0.8220508889187701,52.71605542298047,319.2848092049453,3.2147735737078906,6.2,0.6242497009217308
2026-01-01 08:00:00,8,3,18.289758621310654,0.8579838610994853,168.53058827740466,457.47219987359955,6.07560633938428,6.2,0.6080841707024878
2026-01-01 09:00:00,9,3,18.49106705564887,0.7576347286911704,268.24707070159735,449.9286383901317,5.936955259385182,6.2,0.6100267239698068
2026-01-01 10:00:00,10,3,21.341593556161875,0.9655277569835394,482.5223651552706,451.6401897926484,5.947721833614699,8.5,0.42547324805010106
2026-01-01 11:00:00,11,3,21.551877590470433,0.9533350322514738,573.5886984958183,463.06045414911546,6.153450758221938,8.5,0.4626485048972949
2026-01-01 12:00:00,12,3,23.32310822829619,0.867923683707346,553.9010011357801,448.1059655834843,5.93215400526415,8.5,0.44717954477744537
2026-01-01 13:00:00,13,3,23.424398288094718,0.9952689448361639,598.8188825639363,509.0033197133997,7.058406022739054,8.5,0.4301047874808971
2026-01-01 14:00:00,14,3,25.41721558968194,0.9161011210702454,457.8214105840003,538.9092625127628,7.811689487008997,8.5,0.43013265542026224
2026-01-01 15:00:00,15,3,26.531273852870267,0.7568849044540114,267.9815890023801,507.33762023020074,7.151922236746876,8.5,0.41368803816651634
2026-01-01 16:00:00,16,3,28.66665108362739,0.9042500940898999,177.61849286020416,478.4022226179052,6.616147318834469,8.5,0.649365240237116
2026-01-01 17:00:00,17,3,29.746046328849445,0.7449340879005202,47.770748981103175,437.1444787532031,5.7936624202278875,8.5,0.6223585300859537
2026-01-01 18:00:00,18,3,26.900319027334536,0.9654140361568727,5.4863393565381825e-25,294.6357310960451,2.95301530726357,13.0,0.5941159994128019
2026-01-01 19:00:00,19,3,26.45872629843406,0.8540088906816496,0.0,269.44286221445526,2.351516350606717,13.0,0.6442564324880605
2026-01-01 20:00:00,20,3,31.50261809647726,0.8378165163745688,0.0,281.8429092617235,2.848972525497836,13.0,0.6031865357061688
2026-01-01 21:00:00,21,3,31.611216771338245,0.778288454671527,0.0,253.8503993548827,2.100451098745864,13.0,0.577804981189633
2026-01-01 22:00:00,22,3,27.79919248965219,1.0067049606408836,0.0,254.63233399342658,1.906398204606052,5.5,0.650636668676574
2026-01-01 23:00:00,23,3,25.745780796114296,0.8414564621517437,0.0,281.89242151373196,2.5376108556980173,5.5,0.6038870903130166
2026-01-02 00:00:00,0,4,27.648552231510802,0.8086006613404271,0.0,295.29395836437567,2.731828868384732,5.5,0.6077330272937363
2026-01-02 01:00:00,1,4,27.690352565038395,0.8177439739414124,0.0,282.1069027125462,2.6438715171660543,5.5,0.6212354006104753
2026-01-02 02:00:00,2,4,27.69639178365147,0.9238771022664019,0.0,261.84491996849346,2.2247178769645357,5.5,0.6542776766837034
2026-01-02 03:00:00,3,4,24.48035113263957,0.9038532877236893,0.0,263.6219511245903,2.22559645270186,5.5,0.6206011187259893
2026-01-02 04:00:00,4,4,21.942424955121457,0.9095279133915186,0.0,264.80192581741426,2.4971311275883368,5.5,0.5840264862156431
2026-01-02 05:00:00,5,4,20.12477016168997,0.9116985203609459,0.0,260.1716893614272,2.2583320746362348,5.5,0.6363163101233654
2026-01-02 06:00:00,6,4,20.68704991858379,1.1,0.0,294.4707364700476,2.9620245655455855,6.2,0.6054503082721483
2026-01-02 07:00:00,7,4,19.721473812726774,0.8112301980338461,52.091462329694416,312.23967798508045,3.151686210907399,6.2,0.676637719145884
2026-01-02 08:00:00,8,4,18.477398141406777,0.7985308725114155,157.06143717819768,462.74889689212,6.155063448709299,6.2,0.6199664083400633
2026-01-02 09:00:00,9,4,23.24350434484959,0.7623472726102547,270.27520348176245,419.91913608571684,5.402063271624033,6.2,0.55294893506304
2026-01-02 10:00:00,10,4,23.347625584186005,0.9339175307090595,467.3469900668677,454.0663117139781,6.098626948244784,8.5,0.4607209491646702
2026-01-02 11:00:00,11,4,23.168539119400403,0.995476675126507,599.741856622775,450.95190373715093,5.8334069180315735,8.5,0.5083379337678069
2026-01-02 12:00:00,12,4,21.118724403286308,0.8463263050814149,540.8373647515498,487.7279775040579,6.736528847796205,8.5,0.4972776086563617
2026-01-02 13:00:00,13,4,24.988433760933315,0.7591812227644966,457.38164181101047,489.8892318909102,6.799191846105554,8.5,0.5049286286626969
2026-01-02 14:00:00,14,4,25.959439614246854,0.7610622541170512,380.8474967217566,505.4678031532145,7.087841146487177,8.5,0.4194071944385561
2026-01-02 15:00:00,15,4,26.957913661818683,0.9380711345389641,332.5746360969874,540.0987465320039,7.72063588940541,8.5,0.47736457187930337
2026-01-02 16:00:00,16,4,29.374497900565665,0.949190500544413,186.69437751671538,445.1092290874713,5.8482310635573125,8.5,0.5983401638078987
2026-01-02 17:00:00,17,4,29.488590620224652,0.9251785121966234,59.408416665379704,445.6507479289596,5.895329039221913,8.5,0.6267286819825078
2026-01-02 18:00:00,18,4,30.440148373378694,0.7801388351253566,4.439348032617873e-25,264.5625198664298,2.3003303996896007,13.0,0.581811427137808
